n,t,mx,z,norm
2.197730348700000000e+10,1.380874703609450989e+11,-5.947632011791295081e-01,5.947632011791295081e-01,9.999983303925151779e-01
2.220158845500000000e+10,1.394966943765039368e+11,-5.877866579930102198e-01,5.877866579930102198e-01,9.999983133536900493e-01
2.242816231700000000e+10,1.409202999372132568e+11,-5.794909477624563543e-01,5.794909477624563543e-01,9.999982961409664695e-01
2.265704843400000000e+10,1.423584338245650635e+11,5.722319668552188210e-01,5.722319668552188210e-01,9.999982787526716654e-01
2.288827040300000000e+10,1.438112443028829956e+11,-5.626372619530168873e-01,5.626372619530168873e-01,9.999982611867943572e-01
2.312185206100000000e+10,1.452788811444552307e+11,-5.557511565907331530e-01,5.557511565907331530e-01,9.999982434417284960e-01
2.335781748900000000e+10,1.467614956546671753e+11,-5.455776590449421537e-01,5.455776590449421537e-01,9.999982255155224209e-01
2.359619101600000000e+10,1.482592406971341553e+11,5.369504510063578540e-01,5.369504510063578540e-01,9.999982074064693860e-01
2.383699721600000000e+10,1.497722706748518982e+11,5.287525045965461024e-01,5.287525045965461024e-01,9.999981891125357958e-01
2.408026091500000000e+10,1.513007415741788635e+11,-5.204290092737052786e-01,5.204290092737052786e-01,9.999981706318402663e-01
2.432600719300000000e+10,1.528448109774025269e+11,-5.118082875936990073e-01,5.118082875936990073e-01,9.999981519626135462e-01
2.457426138600000000e+10,1.544046380753058472e+11,5.020813461323925253e-01,5.020813461323925253e-01,9.999981331029252907e-01
2.482504908700000000e+10,1.559803836734504089e+11,-4.930899934022114905e-01,4.930899934022114905e-01,9.999981140506617461e-01
2.507839615200000000e+10,1.575722102298754883e+11,4.845300350019811630e-01,4.845300350019811630e-01,9.999980948040516626e-01
2.533432869900000000e+10,1.591802818488149109e+11,-4.759213897197832610e-01,4.759213897197832610e-01,9.999980753609362116e-01
2.559287311500000000e+10,1.608047643246794434e+11,-4.671340762424800452e-01,4.671340762424800452e-01,9.999980557194625419e-01
2.585405605400000000e+10,1.624458251294902344e+11,4.566573320795114244e-01,4.566573320795114244e-01,9.999980358775645284e-01
2.611790444300000000e+10,1.641036334505780334e+11,-4.476292755975859183e-01,4.476292755975859183e-01,9.999980158330961100e-01
2.638444548400000000e+10,1.657783602031495972e+11,4.357462009115700141e-01,4.357462009115700141e-01,9.999979955841308277e-01
2.665370665600000000e+10,1.674701780428539429e+11,4.237988535489620734e-01,4.237988535489620734e-01,9.999979751285178464e-01
2.692571571900000000e+10,1.691792613909152222e+11,-4.146755694909495249e-01,4.146755694909495249e-01,9.999979544640755780e-01
2.720050071700000000e+10,1.709057864529822083e+11,-4.053807442253582471e-01,4.053807442253582471e-01,9.999979335887992926e-01
2.747808997700000000e+10,1.726499312128450623e+11,-3.951027434777167335e-01,3.951027434777167335e-01,9.999979125005072911e-01
2.775851211900000000e+10,1.744118754952672729e+11,-3.813683874836412691e-01,3.813683874836412691e-01,9.999978911969635842e-01
2.804179605300000000e+10,1.761918009471361084e+11,-3.727507883342391914e-01,3.727507883342391914e-01,9.999978696760200014e-01
2.832797098400000000e+10,1.779898910688784485e+11,3.618355722530530727e-01,3.618355722530530727e-01,9.999978479355077221e-01
2.861706641700000000e+10,1.798063312458767700e+11,-3.491104085101851551e-01,3.491104085101851551e-01,9.999978259730357699e-01
2.890911215400000000e+10,1.816413087296195984e+11,3.384328219564128326e-01,3.384328219564128326e-01,9.999978037865253633e-01
2.920413830700000000e+10,1.834950127193829041e+11,-3.257769256863372043e-01,3.257769256863372043e-01,9.999977813735224652e-01
2.950217528900000000e+10,1.853676343056814575e+11,-3.148317033254823816e-01,3.148317033254823816e-01,9.999977587317894212e-01
2.980325382800000000e+10,1.872593665582333679e+11,3.022028638056309946e-01,3.022028638056309946e-01,9.999977358590455001e-01
3.010740496400000000e+10,1.891704045071105347e+11,2.909613187965049419e-01,2.909613187965049419e-01,9.999977127528574261e-01
3.041466005300000000e+10,1.911009451678714905e+11,-2.766187030275840675e-01,2.766187030275840675e-01,9.999976894108139058e-01
3.072505077300000000e+10,1.930511875792603760e+11,-2.666795968185105559e-01,2.666795968185105559e-01,9.999976658306234389e-01
3.103860912200000000e+10,1.950213327906406860e+11,2.507521994834675527e-01,2.507521994834675527e-01,9.999976420097744789e-01
