n,t,mx,z,norm
4.044000000000000000e+03,2.540920138223424510e+04,-5.617868456538647193e-01,-5.617868456538647193e-01,1.000000000000070610e+00
4.060000000000000000e+03,2.550973234714912178e+04,-2.599136994613188700e-01,-2.599136994613188700e-01,1.000000000000049960e+00
4.076000000000000000e+03,2.561026331206399482e+04,-4.124245773802702741e-01,-4.124245773802702741e-01,1.000000000000103917e+00
4.092000000000000000e+03,2.571079427697886786e+04,-1.773311786564723061e-02,-1.773311786564723061e-02,1.000000000000043521e+00
4.108000000000000000e+03,2.581132524189374089e+04,2.071029824227476474e-02,2.071029824227476474e-02,1.000000000000091704e+00
4.124000000000000000e+03,2.591185620680861393e+04,2.081799049744318675e-01,2.081799049744318675e-01,1.000000000000062839e+00
4.140000000000000000e+03,2.601238717172348697e+04,2.700431657076386438e-01,2.700431657076386438e-01,1.000000000000026423e+00
4.156000000000000000e+03,2.611291813663836001e+04,1.903684452223924628e-01,1.903684452223924628e-01,1.000000000000087041e+00
4.172000000000000000e+03,2.621344910155323305e+04,5.151468866473376540e-01,5.151468866473376540e-01,1.000000000000038414e+00
4.188000000000000000e+03,2.631398006646810609e+04,2.366374009678939294e-01,2.366374009678939294e-01,1.000000000000055955e+00
4.205000000000000000e+03,2.642079421669015937e+04,-3.684695370573105588e-01,3.684695370573105588e-01,1.000000000000044853e+00
4.221000000000000000e+03,2.652132518160503241e+04,-1.695280506235284923e-01,1.695280506235284923e-01,1.000000000000016209e+00
4.237000000000000000e+03,2.662185614651990545e+04,-1.221807458400202551e-01,1.221807458400202551e-01,1.000000000000067724e+00
4.254000000000000000e+03,2.672867029674195874e+04,-6.222958122561942501e-02,-6.222958122561942501e-02,1.000000000000026645e+00
4.270000000000000000e+03,2.682920126165683178e+04,-2.051157105327880426e-01,-2.051157105327880426e-01,1.000000000000046407e+00
4.287000000000000000e+03,2.693601541187888506e+04,1.649277859634160903e-01,-1.649277859634160903e-01,1.000000000000034417e+00
4.304000000000000000e+03,2.704282956210093835e+04,-4.389234771195960061e-01,-4.389234771195960061e-01,1.000000000000027089e+00
4.320000000000000000e+03,2.714336052701581139e+04,-2.660964870816217576e-01,-2.660964870816217576e-01,1.000000000000024203e+00
4.337000000000000000e+03,2.725017467723786467e+04,2.613462590481019365e-01,-2.613462590481019365e-01,1.000000000000018430e+00
4.354000000000000000e+03,2.735698882745991796e+04,-3.255746763777855879e-01,-3.255746763777855879e-01,1.000000000000032641e+00
4.371000000000000000e+03,2.746380297768197124e+04,1.119125662260476439e-01,-1.119125662260476439e-01,1.000000000000003553e+00
4.388000000000000000e+03,2.757061712790402453e+04,1.530774616366516357e-02,1.530774616366516357e-02,1.000000000000011990e+00
4.405000000000000000e+03,2.767743127812607781e+04,3.599487924543169626e-02,-3.599487924543169626e-02,9.999999999999852340e-01
4.422000000000000000e+03,2.778424542834813110e+04,3.643223058028455252e-01,3.643223058028455252e-01,9.999999999999883427e-01
4.439000000000000000e+03,2.789105957857018439e+04,-9.303243670438576807e-02,9.303243670438576807e-02,1.000000000000031308e+00
4.457000000000000000e+03,2.800415691409941428e+04,-6.561365703484313139e-01,6.561365703484313139e-01,1.000000000000005551e+00
4.474000000000000000e+03,2.811097106432146757e+04,1.628768900952067833e-01,1.628768900952067833e-01,1.000000000000017097e+00
4.492000000000000000e+03,2.822406839985070110e+04,2.862997500101592263e-01,2.862997500101592263e-01,1.000000000000023981e+00
4.509000000000000000e+03,2.833088255007275438e+04,-3.159862870329990248e-01,3.159862870329990248e-01,1.000000000000020872e+00
4.527000000000000000e+03,2.844397988560198792e+04,-7.036005219685369412e-03,7.036005219685369412e-03,9.999999999999885647e-01
4.544000000000000000e+03,2.855079403582404120e+04,-7.824538205740114161e-02,-7.824538205740114161e-02,1.000000000000004441e+00
4.562000000000000000e+03,2.866389137135327110e+04,-2.214825389944306000e-01,-2.214825389944306000e-01,1.000000000000007550e+00
4.580000000000000000e+03,2.877698870688250463e+04,-5.330897374235897823e-01,-5.330897374235897823e-01,9.999999999999713562e-01
4.597000000000000000e+03,2.888380285710455792e+04,2.832421774054314501e-01,-2.832421774054314501e-01,1.000000000000037081e+00
4.615000000000000000e+03,2.899690019263379145e+04,6.237167238651328827e-01,-6.237167238651328827e-01,1.000000000000001998e+00
4.633000000000000000e+03,2.910999752816302134e+04,3.217006043506884794e-01,-3.217006043506884794e-01,1.000000000000019096e+00
4.651000000000000000e+03,2.922309486369225488e+04,-4.464041038676517387e-02,4.464041038676517387e-02,1.000000000000007327e+00
4.669000000000000000e+03,2.933619219922148841e+04,1.390488762374033072e-01,-1.390488762374033072e-01,1.000000000000034417e+00
4.688000000000000000e+03,2.945557272005789855e+04,1.947899403325630829e-01,1.947899403325630829e-01,9.999999999999948930e-01
4.706000000000000000e+03,2.956867005558713208e+04,3.267037351372463760e-01,3.267037351372463760e-01,9.999999999999725775e-01
4.724000000000000000e+03,2.968176739111636562e+04,3.490938745214383077e-01,3.490938745214383077e-01,1.000000000000014877e+00
4.742000000000000000e+03,2.979486472664559915e+04,5.384601863095128671e-01,5.384601863095128671e-01,9.999999999999956701e-01
4.761000000000000000e+03,2.991424524748200929e+04,-3.538127947683602503e-01,3.538127947683602503e-01,1.000000000000015765e+00
4.779000000000000000e+03,3.002734258301124282e+04,-1.038151938296869303e-01,1.038151938296869303e-01,1.000000000000022871e+00
4.798000000000000000e+03,3.014672310384765296e+04,1.774380245399724554e-01,1.774380245399724554e-01,1.000000000000066391e+00
4.817000000000000000e+03,3.026610362468406674e+04,5.611358438046873398e-02,-5.611358438046873398e-02,1.000000000000001998e+00
4.835000000000000000e+03,3.037920096021330028e+04,2.822091715440472326e-01,-2.822091715440472326e-01,1.000000000000037526e+00
4.854000000000000000e+03,3.049858148104971042e+04,-2.649699418525395811e-01,-2.649699418525395811e-01,1.000000000000007994e+00
4.873000000000000000e+03,3.061796200188612420e+04,3.915524399793122168e-01,-3.915524399793122168e-01,1.000000000000066169e+00
4.892000000000000000e+03,3.073734252272253434e+04,-4.131260047318457973e-01,-4.131260047318457973e-01,1.000000000000014877e+00
4.911000000000000000e+03,3.085672304355894812e+04,7.783105194227654677e-02,-7.783105194227654677e-02,1.000000000000037970e+00
4.930000000000000000e+03,3.097610356439536190e+04,-5.498970187679325106e-02,-5.498970187679325106e-02,9.999999999999980016e-01
4.950000000000000000e+03,3.110176727053895229e+04,-1.209233829221836032e-01,-1.209233829221836032e-01,1.000000000000040412e+00
4.969000000000000000e+03,3.122114779137536243e+04,-3.727781910026776169e-01,3.727781910026776169e-01,1.000000000000012434e+00
4.988000000000000000e+03,3.134052831221177621e+04,4.020168659376425202e-01,4.020168659376425202e-01,1.000000000000052625e+00
5.008000000000000000e+03,3.146619201835536660e+04,4.221258123315220212e-01,4.221258123315220212e-01,1.000000000000038636e+00
