sample_index,t_over_T,phase_fraction,a_plus_abs,a_minus_abs
2.000000000000000000e+02,5.000000000000000000e+01,0.000000000000000000e+00,1.000046253204345703e+00,2.741829026490449905e-03
2.010000000000000000e+02,5.025000000000000000e+01,2.500000000000000000e-01,9.208214282989501953e-01,3.901128470897674561e-01
2.020000000000000000e+02,5.050000000000000000e+01,5.000000000000000000e-01,7.051879167556762695e-01,7.090917825698852539e-01
2.030000000000000000e+02,5.075000000000000000e+01,7.500000000000000000e-01,3.950982093811035156e-01,9.186944961547851562e-01
2.040000000000000000e+02,5.100000000000000000e+01,0.000000000000000000e+00,2.785178367048501968e-03,1.000047087669372559e+00
2.050000000000000000e+02,5.125000000000000000e+01,2.500000000000000000e-01,3.900709450244903564e-01,9.208403229713439941e-01
2.060000000000000000e+02,5.150000000000000000e+01,5.000000000000000000e-01,7.091228961944580078e-01,7.051578760147094727e-01
2.070000000000000000e+02,5.175000000000000000e+01,7.500000000000000000e-01,9.186767339706420898e-01,3.951417207717895508e-01
2.080000000000000000e+02,5.200000000000000000e+01,0.000000000000000000e+00,1.000047922134399414e+00,2.837089821696281433e-03
2.090000000000000000e+02,5.225000000000000000e+01,2.500000000000000000e-01,9.208597540855407715e-01,3.900267481803894043e-01
2.100000000000000000e+02,5.250000000000000000e+01,5.000000000000000000e-01,7.051092386245727539e-01,7.091723084449768066e-01
2.110000000000000000e+02,5.275000000000000000e+01,7.500000000000000000e-01,3.952043354511260986e-01,9.186504483222961426e-01
2.120000000000000000e+02,5.300000000000000000e+01,0.000000000000000000e+00,2.904020482674241066e-03,1.000048279762268066e+00
2.130000000000000000e+02,5.325000000000000000e+01,2.500000000000000000e-01,3.899635374546051025e-01,9.208874702453613281e-01
2.140000000000000000e+02,5.350000000000000000e+01,5.000000000000000000e-01,7.092160582542419434e-01,7.050660848617553711e-01
2.150000000000000000e+02,5.375000000000000000e+01,7.500000000000000000e-01,9.186280369758605957e-01,3.952580392360687256e-01
2.160000000000000000e+02,5.400000000000000000e+01,0.000000000000000000e+00,1.000048875808715820e+00,2.963589970022439957e-03
2.170000000000000000e+02,5.425000000000000000e+01,2.500000000000000000e-01,9.209095239639282227e-01,3.899133503437042236e-01
2.180000000000000000e+02,5.450000000000000000e+01,5.000000000000000000e-01,7.050316929817199707e-01,7.092520594596862793e-01
2.190000000000000000e+02,5.475000000000000000e+01,7.500000000000000000e-01,3.952999413013458252e-01,9.186112880706787109e-01
2.200000000000000000e+02,5.500000000000000000e+01,0.000000000000000000e+00,3.007382620126008987e-03,1.000049829483032227e+00
2.210000000000000000e+02,5.525000000000000000e+01,2.500000000000000000e-01,3.898697197437286377e-01,9.209290146827697754e-01
2.220000000000000000e+02,5.550000000000000000e+01,5.000000000000000000e-01,7.092852592468261719e-01,7.049993276596069336e-01
2.230000000000000000e+02,5.575000000000000000e+01,7.500000000000000000e-01,9.185914993286132812e-01,3.953483998775482178e-01
2.240000000000000000e+02,5.600000000000000000e+01,0.000000000000000000e+00,1.000051021575927734e+00,3.062391187995672226e-03
2.250000000000000000e+02,5.625000000000000000e+01,2.500000000000000000e-01,9.209494590759277344e-01,3.898253738880157471e-01
2.260000000000000000e+02,5.650000000000000000e+01,5.000000000000000000e-01,7.049566507339477539e-01,7.093297243118286133e-01
2.270000000000000000e+02,5.675000000000000000e+01,7.500000000000000000e-01,3.954084813594818115e-01,9.185670614242553711e-01
2.280000000000000000e+02,5.700000000000000000e+01,0.000000000000000000e+00,3.122780937701463699e-03,1.000051498413085938e+00
